20260619 103100;7545.5;7545.75;7541.75;7542.5;457
20260619 103200;7542.25;7544.25;7541.25;7541.75;351
20260619 103300;7541.75;7543.25;7541.5;7543.25;163
20260619 103400;7543.25;7543.25;7541.75;7543;105
20260619 103500;7543.25;7543.5;7542;7543;118
20260619 103600;7542.75;7544.25;7541.75;7541.75;170
20260619 103700;7541.75;7542;7537.75;7540.5;765
20260619 103800;7540;7541.75;7539.75;7540;385
20260619 103900;7540.25;7541.25;7540;7541.25;134
20260619 104000;7541;7541.5;7538.25;7538.75;252
20260619 104100;7538.25;7540.75;7538.25;7539.75;179
20260619 104200;7539.75;7541.25;7539.25;7540.75;141
20260619 104300;7540.75;7541.75;7540.25;7540.75;103
20260619 104400;7540.75;7543.25;7540.75;7543;213
20260619 104500;7543;7543.5;7542.25;7542.25;220
20260619 104600;7542.5;7543;7542.25;7542.75;179
20260619 104700;7542.5;7543.5;7540;7542.75;659
20260619 104800;7543;7546.25;7543;7544.25;637
20260619 104900;7544;7544.75;7543.75;7544.5;146
20260619 105000;7544.5;7545.25;7543.5;7543.5;265
20260619 105100;7543.5;7545.25;7543.5;7545;114
20260619 105200;7545.25;7546;7544;7545.5;166
20260619 105300;7545.5;7547.25;7545.25;7546.5;172
20260619 105400;7546.25;7546.25;7545.25;7545.75;96
20260619 105500;7546;7546;7544.25;7544.5;77
20260619 105600;7544.25;7544.5;7543;7543.25;117
20260619 105700;7543.5;7544.5;7543;7544.25;107
20260619 105800;7544.25;7545;7543.75;7543.75;54
20260619 105900;7544;7545;7543.75;7544.5;67
20260619 110000;7544.5;7545;7543.5;7543.5;89
20260619 110100;7543.5;7543.75;7540.25;7541.25;621
20260619 110200;7541;7542.5;7540.25;7540.25;287
20260619 110300;7540.25;7542.5;7540;7542;269
20260619 110400;7542.25;7542.25;7541;7541.5;87
20260619 110500;7541.5;7543.25;7541.5;7542.5;142
20260619 110600;7542.25;7543.5;7541.75;7541.75;132
20260619 110700;7542;7542;7540.75;7541.25;114
20260619 110800;7540.75;7542.5;7538.75;7540;730
20260619 110900;7540;7540;7537.5;7539;409
20260619 111000;7539.25;7542.75;7538;7541.75;481
20260619 111100;7541.5;7542;7540.75;7541;93
20260619 111200;7541;7542.5;7541;7541.75;122
20260619 111300;7541.75;7542;7541;7541;49
20260619 111400;7540.75;7541.75;7540.25;7541.5;127
20260619 111500;7541.75;7542;7540.5;7541;143
20260619 111600;7541;7544;7541;7542.5;233
20260619 111700;7542.5;7542.5;7541.75;7542;53
20260619 111800;7541.75;7542.25;7541.75;7542;63
20260619 111900;7542;7543.5;7542;7543;112
20260619 112000;7543;7543.25;7542;7542.5;116
20260619 112100;7542.5;7543.25;7542;7542;104
20260619 112200;7542.25;7542.75;7541.5;7542.5;48
20260619 112300;7542.5;7543;7542;7542;54
20260619 112400;7542;7542;7540.5;7540.5;110
20260619 112500;7540.5;7540.75;7539.25;7539.5;217
20260619 112600;7539.5;7539.75;7539;7539;93
20260619 112700;7539;7540.25;7538.5;7539.75;144
20260619 112800;7539.5;7539.75;7538.25;7538.25;161
20260619 112900;7538.25;7538.25;7537;7537.5;268
20260619 113000;7537.75;7538.75;7537.75;7538.5;112
20260619 113100;7538.5;7539.75;7538.25;7539.5;144
20260619 113200;7539.75;7541;7539.5;7540.75;145
20260619 113300;7540.25;7542;7540.25;7541.75;129
20260619 113400;7541.75;7543.5;7541.75;7543.25;286
20260619 113500;7543.25;7543.25;7542;7543;168
20260619 113600;7542.75;7544.25;7542.5;7543.5;214
20260619 113700;7543.25;7543.75;7542.75;7542.75;125
20260619 113800;7542.75;7543.25;7542.25;7542.5;125
20260619 113900;7542.75;7543.75;7542.5;7543.5;71
20260619 114000;7543.75;7543.75;7543;7543.75;71
20260619 114100;7543.75;7545;7543.75;7544.5;198
20260619 114200;7544;7546;7543.75;7546;278
20260619 114300;7545.75;7546.25;7544.25;7544.75;179
20260619 114400;7544.5;7545;7543.75;7544;292
20260619 114500;7543.75;7544.75;7543.75;7544.25;96
20260619 114600;7544.25;7545;7544;7545;54
20260619 114700;7544.75;7545.75;7544.25;7545.25;66
20260619 114800;7545.75;7545.75;7544.75;7545.25;92
20260619 114900;7545.5;7546;7544.5;7544.75;142
20260619 115000;7545;7545;7544;7544.25;98
20260619 115100;7544;7545.5;7543.75;7544.75;269
20260619 115200;7544.75;7545.25;7544;7544.25;79
20260619 115300;7544.25;7544.25;7543.75;7544;67
20260619 115400;7543.75;7543.75;7542;7542.25;293
20260619 115500;7542;7542.25;7541.25;7541.25;209
20260619 115600;7541.25;7541.5;7540;7541;243
20260619 115700;7541.25;7542;7540.5;7541.75;117
20260619 115800;7542;7542.75;7541.75;7542.75;72
20260619 115900;7542.5;7543.25;7542.5;7543.25;75
20260619 120000;7543.25;7544.25;7543.25;7544.25;121
20260619 120100;7544.25;7544.75;7543.25;7543.5;200
20260619 120200;7544;7544.25;7543.5;7544.25;90
20260619 120300;7544.5;7544.5;7542;7542.25;178
20260619 120400;7542.25;7543.25;7542;7542.5;152
20260619 120500;7542.75;7544.25;7542.5;7544;172
20260619 120600;7544.25;7544.25;7542;7542.25;146
20260619 120700;7542.25;7543;7541.75;7542.25;177
20260619 120800;7542.25;7542.5;7541.5;7541.75;109
20260619 120900;7541.75;7543;7541.75;7542.75;107
20260619 121000;7542.75;7544.25;7542.75;7544;205
20260619 121100;7544;7544.5;7543.25;7543.5;106
20260619 121200;7543.25;7543.75;7543;7543.25;96
20260619 121300;7543.25;7544.5;7542.75;7543.25;142
20260619 121400;7543.5;7544.25;7542.75;7543.75;139
20260619 121500;7543.75;7543.75;7542;7542;109
20260619 121600;7542.25;7542.25;7541.5;7541.75;138
20260619 121700;7542;7542;7541.5;7542;113
20260619 121800;7542;7542;7540.5;7540.75;165
20260619 121900;7540.5;7541;7540;7540.75;135
20260619 122000;7541;7542.75;7541;7542.75;107
20260619 122100;7542.25;7542.5;7541.75;7542;66
20260619 122200;7541.75;7542.75;7541.75;7542.75;49
20260619 122300;7542.5;7543.25;7542;7543;112
20260619 122400;7543.25;7543.25;7541.75;7542.25;112
20260619 122500;7542.25;7543;7542.25;7542.5;79
20260619 122600;7542.5;7543.25;7542.25;7543;119
20260619 122700;7543;7543.25;7542.25;7542.5;88
20260619 122800;7542.25;7543;7542;7542.25;137
20260619 122900;7542.25;7542.25;7540.5;7541;216
20260619 123000;7541;7541;7540.25;7540.5;177
20260619 123100;7540.5;7540.5;7539;7539.25;314
20260619 123200;7539.5;7540.5;7539.5;7540.5;121
20260619 123300;7540.25;7541.25;7539.75;7540;167
20260619 123400;7540.25;7540.5;7538.75;7539.5;239
20260619 123500;7539.25;7540.5;7539.25;7540.25;106
20260619 123600;7540;7540.5;7539.5;7540;151
20260619 123700;7540.25;7540.5;7539.75;7539.75;126
20260619 123800;7539.75;7540.75;7533.5;7537.75;2473
